loanID,loanPerformance,loanPerformNum,loanDateOpened,appAge,appChkSv,appFinanceCo,appIncome,appMaritalStatus,appOcc,appResidence,appOrigScore,appTimeAddress,cb90Ever,cbFICO,cbInq5Mos,cbMosAvg,cbMosDlq,cbMosInq,cbPctGood,cbTimeFile,cbTimeFileYears,cbUtilizn,dealLoanToVal,dealPctDown,dealNewUsed,sampwt,target
AL120133839-08793,Delq 3+ cycles,4,2006-10-02 Mon,54,Checking,Retail,"1,564.00",M,w,Owns Home,166,9,0,549,10,1,5,0,88,75,6,100,77.8,22.2,Used,1.007,0
AL120134008-07151,Charged-off,3,2007-04-20 Fri,21,Checking,National,"1,400.00",M,f,Renting,209,0,0,661,8,,,0,100,19,1,18,90.7,9.3,New,1.007,0
AL120134009-04931,Paid as agreed,7,2006-12-16 Sat,20,Chk & Sv,National,"1,650.00",M,b,Parents,194,3,0,646,9,18,,0,100,14,1,64,90.2,9.8,New,46.64,1
AL120134125-04496,Paid as agreed,7,2006-12-04 Mon,25,Chk & Sv,National,"5,900.00",DI,f,Renting,216,1,0,703,1,,,1,100,39,3,,65.2,34.8,New,28.341,1
AL120134156-06971,Charged-off,3,2007-03-05 Mon,35,Savings,National,"1,900.00",M,p,Owns Home,205,9,0,668,6,5,,0,100,62,5,,79.8,20.2,New,1.007,0
AL120134157-04841,Paid as agreed,7,2006-08-28 Mon,38,Chk & Sv,National,"5,833.00",M,e,Owns Home,179,1,1,572,1,,2,0,92,119,9,75,77.2,22.8,New,28.341,1
AL120134295-07967,Delq 3+ cycles,4,2006-10-16 Mon,51,Chk & Sv,National,"4,000.00",SI,p,Owns Home,195,30,0,616,2,2,23,5,88,115,9,65,100,0,Used,1.18,0
AL120134360-05880,Paid as agreed,7,2006-11-26 Sun,41,Checking,Unknown,"1,616.00",SI,y,Owns Home,230,15,0,755,1,,58,0,67,157,13,0,52.3,47.7,Used,28.341,1
AL120134446-07093,Delq 3+ cycles,4,2007-01-25 Thu,22,Chk & Sv,National,"2,433.00",M,,Renting,199,0,0,669,4,,,0,100,15,1,39,79.1,20.9,New,1.007,0
AL120134626-08353,Charged-off,3,2006-08-13 Sun,23,Savings,National,"1,200.00",SI,u,Renting,186,0,0,626,11,,,0,0,17,1,50,88.5,11.5,Used,9.442,0
AL120134656-08791,Charged-off,3,2007-06-08 Fri,25,Chk & Sv,National,"1,213.00",DI,f,Owns Home,173,0,0,562,3,,4,0,50,,,,63.7,36.3,Used,1.007,0
AL120134658-07551,Charged-off,3,2006-08-19 Sat,30,Chk & Sv,National,"1,750.00",M,k,Renting,189,3,1,623,2,1,30,0,75,38,3,80,81,19,New,1.007,0
AL120134748-08221,Charged-off,3,2007-02-10 Sat,87,Chk & Sv,National,"2,000.00",M,f,Unknown,223,46,0,741,1,37,,0,100,115,9,17,92.7,7.3,Used,1.007,0
AL120134949-07394,Delq 3+ cycles,4,2006-09-14 Thu,24,None,National,"1,200.00",M,w,Parents,170,24,1,550,1,4,1,4,75,37,3,97,83,17,New,17.812,0
AL120135031-07099,Delq 3+ cycles,4,2006-08-22 Tue,23,None,National,"1,290.00",M,b,Parents,192,15,0,630,4,2,,0,100,14,1,100,82.7,17.3,New,8.244,0
AL120135049-05912,Paid as agreed,7,2007-01-03 Wed,25,Checking,National,"1,700.00",DI,k,Renting,213,2,0,729,2,20,,0,100,52,4,49,81.9,18.1,Used,49.569,1
AL120135104-04374,Paid as agreed,7,2007-05-02 Wed,35,Chk & Sv,Unknown,"2,000.00",M,p,Owns Home,228,13,0,741,1,,,0,100,47,3,,77.5,22.5,New,28.341,1
AL120135124-05945,Paid as agreed,7,2007-05-01 Tue,26,Checking,Retail,"1,700.00",SI,w,Owns Home,183,3,0,604,7,,,0,100,42,3,,97.1,2.9,Used,37.764,1
AL120135442-06559,Charged-off,3,2006-07-09 Sun,49,Chk & Sv,Unknown,"1,600.00",DI,y,Renting,193,4,0,,1,,,0,,51,4,,91.3,8.7,New,1.726,0
AL120135490-07051,Charged-off,3,2006-09-08 Fri,47,Checking,Unsecured,"1,548.00",M,y,Owns Home,188,9,1,616,1,,13,0,40,122,10,51,85,15,New,0.698,0
AL120135496-08559,Charged-off,3,2007-04-28 Sat,22,None,Unknown,"1,300.00",SI,g,Parents,170,16,2,537,4,,1,0,33,51,4,87,67.9,32.1,Used,20.881,0
AL120135610-04281,Paid as agreed,7,2006-07-14 Fri,20,Checking,National,"1,300.00",DI,f,Parents,188,3,0,615,7,,,0,100,7,0,60,88.1,11.9,New,28.341,1
AL120135617-04445,Paid as agreed,7,2006-09-27 Wed,70,Checking,Home Equity,"2,105.00",M,p,Owns Home,248,3,0,783,0,4,,,100,215,17,9,88.1,11.9,New,28.341,1
AL120135641-04996,Paid as agreed,7,2007-02-23 Fri,61,Chk & Sv,National,"10,333.00",M,k,Owns Home,228,33,0,735,1,6,5,2,90,206,17,0,28.2,71.8,New,28.341,1
AL120135744-05232,Paid as agreed,7,2006-12-17 Sun,21,Chk & Sv,National,950,SI,k,Renting,171,1,0,552,8,5,4,0,50,36,3,73,96.5,3.5,New,28.341,1
AL120135811-07352,Delq 3+ cycles,4,2006-10-09 Mon,24,Checking,Home Equity,"1,265.00",DI,g,Parents,191,1,0,638,1,22,2,0,50,68,5,84,94.6,5.4,New,1.007,0
AL120135834-05353,Paid as agreed,7,2006-07-22 Sat,30,Checking,National,"1,833.00",M,y,Renting,179,10,0,596,9,2,4,0,50,55,4,67,94.2,5.8,New,28.341,1
AL120135871-04446,Paid as agreed,7,2006-08-17 Thu,33,Savings,National,"1,036.00",M,f,Owns Home,214,3,0,671,1,,11,0,33,84,7,95,93.6,6.4,New,28.341,1
AL120135947-04129,Paid as agreed,7,2006-09-26 Tue,21,Savings,National,"1,041.00",M,w,Sublease,207,2,0,674,1,2,,0,100,15,1,,83.8,16.2,New,46.523,1
AL120135967-06473,Paid as agreed,7,2007-02-13 Tue,,Checking,National,"3,683.00",DI,w,Renting,168,0,6,548,3,28,0,0,0,122,10,95,92.1,7.9,Used,30.584,1
AL120136203-07212,Delq 3+ cycles,4,2007-05-23 Wed,21,Chk & Sv,National,"1,100.00",M,f,Parents,208,12,2,647,6,,10,0,64,23,1,58,86.3,13.7,New,5.675,0
AL120136247-08094,Delq 3+ cycles,4,2007-04-01 Sun,70,Savings,Home Equity,672,SI,b,Renting,188,8,0,617,3,,,1,100,62,5,91,79.2,20.8,Used,1.007,0
AL120136421-06438,Paid as agreed,7,2007-06-06 Wed,24,Checking,Unsecured,"2,700.00",SI,w,Parents,209,1,1,638,6,25,58,0,33,69,5,,90,10,Used,42.93,1
AL120136448-05076,Paid as agreed,7,2007-02-11 Sun,23,Checking,Unsecured,"1,417.00",M,f,Renting,213,5,0,738,3,,,0,100,90,7,2,93.4,6.6,New,49.756,1
AL120136490-07506,Charged-off,3,2006-11-25 Sat,40,Chk & Sv,Home Equity,"1,700.00",M,y,Owns Home,209,15,0,677,3,40,,0,100,94,7,85,95.5,4.5,New,0.907,0
AL120136507-08666,Charged-off,3,2006-11-25 Sat,25,Chk & Sv,National,"2,117.00",SP,p,Renting,169,2,0,536,9,,2,0,71,48,4,68,58.1,41.9,Used,1.007,0
AL120136682-07909,Charged-off,3,2007-06-01 Fri,21,Checking,National,"2,795.00",M,y,Parents,179,11,2,558,4,37,2,0,33,18,1,,84.3,15.7,New,16.302,0
AL120136685-04001,Paid as agreed,7,2007-05-21 Mon,38,Chk & Sv,Unknown,"4,100.00",WD,b,Owns Home,240,1,0,761,4,18,,0,100,188,15,12,61.3,38.7,New,28.341,1
AL120136685-05853,Paid as agreed,7,2006-12-18 Mon,28,Chk & Sv,National,"1,450.00",SI,f,Parents,233,28,0,783,2,,,0,100,83,6,0,50.4,49.6,Used,28.341,1
AL120136702-07275,Delq 3+ cycles,4,2007-04-21 Sat,38,Checking,Unsecured,"3,395.00",M,y,Owns Home,206,4,0,682,6,,43,0,75,106,8,0,87.9,12.1,New,0.778,0
AL120136778-07380,Delq 3+ cycles,4,2006-08-20 Sun,19,Savings,Unsecured,"3,000.00",M,y,Parents,190,4,0,621,6,,,0,0,20,1,,85.1,14.9,New,1.007,0
AL120136868-05685,Paid as agreed,7,2007-03-20 Tue,27,Savings,Unsecured,903,SI,y,Renting,186,4,2,601,5,13,3,0,50,72,6,,83.8,16.2,Used,28.341,1
AL120136880-08697,Charged-off,3,2006-10-05 Thu,,Chk & Sv,National,"1,000.00",M,f,Parents,213,4,0,686,1,,,0,100,35,2,,85.1,14.9,Used,1.007,0
AL120136918-06988,Delq 3+ cycles,4,2007-06-20 Wed,33,Chk & Sv,Unsecured,"4,000.00",DI,g,Owns Home,204,0,1,669,2,,15,0,71,104,8,,88.8,11.2,New,1.007,0
AL120136950-06686,Delq 3+ cycles,4,2006-12-26 Tue,22,Chk & Sv,Unsecured,"1,565.00",M,r,Sublease,192,2,1,590,5,4,9,0,80,46,3,82,94.6,5.4,New,1.007,0
AL120136967-06956,Charged-off,3,2006-11-13 Mon,42,Chk & Sv,National,"2,100.00",M,b,Owns Home,178,15,0,549,13,6,2,0,88,199,16,59,83,17,New,1.007,0
AL120136983-04836,Paid as agreed,7,2007-04-14 Sat,28,Chk & Sv,National,"1,500.00",M,e,Renting,207,2,0,662,4,,,0,100,74,6,13,62.9,37.1,New,28.341,1
AL120137115-05942,Paid as agreed,7,2007-02-28 Wed,52,Checking,National,810,DI,f,Owns Home,207,3,0,,1,,,0,,0,0,,89.7,10.3,Used,28.341,1
AL120137162-06447,Paid as agreed,7,2006-10-16 Mon,33,Chk & Sv,Home Equity,"4,667.00",SI,f,Renting,193,5,0,597,3,1,2,0,67,58,4,50,85.2,14.8,Used,47.827,1
AL120137211-06627,Delq 3+ cycles,4,2007-04-01 Sun,29,None,Retail,"1,800.00",M,p,Owns Home,237,8,0,770,1,,,0,100,97,8,0,93.7,6.3,New,1.007,0
AL120137330-04264,Paid as agreed,7,2006-08-25 Fri,25,Chk & Sv,Home Equity,"1,350.00",M,p,Renting,230,1,0,741,2,,,0,100,36,3,15,87.4,12.6,New,28.341,1
AL120137473-04604,Paid as agreed,7,2006-11-11 Sat,24,Chk & Sv,National,"2,176.00",M,p,Renting,203,1,0,667,11,,25,0,82,66,5,32,76.2,23.8,New,28.341,1
AL120137493-07723,Charged-off,3,2007-06-06 Wed,39,Chk & Sv,Home Equity,"2,500.00",M,f,Owns Home,199,12,2,596,2,28,6,0,25,141,11,72,90,10,New,2.231,0
AL120137559-04816,Paid as agreed,7,2006-08-23 Wed,26,Chk & Sv,Home Equity,"3,417.00",M,w,Owns Home,191,0,0,602,2,7,0,0,33,51,4,,88.3,11.7,New,48.095,1
AL120137606-05074,Paid as agreed,7,2007-02-15 Thu,21,Chk & Sv,National,"2,683.00",M,g,Renting,182,0,1,629,4,7,18,0,80,32,2,34,83.9,16.1,New,47.783,1
AL120137618-05636,Paid as agreed,7,2006-08-08 Tue,27,Checking,Unknown,"1,100.00",SI,w,Renting,171,1,0,611,3,1,22,0,50,39,3,,95.8,4.2,Used,40.734,1
AL120137648-08195,Delq 3+ cycles,4,2006-07-11 Tue,21,Chk & Sv,Unsecured,"1,700.00",SI,,Parents,234,21,0,731,9,15,,0,100,115,9,39,87.2,12.8,Used,1.18,0
AL120137682-05448,Paid as agreed,7,2007-05-08 Tue,44,Chk & Sv,Unsecured,"2,000.00",M,w,Owns Home,200,1,1,647,0,72,,,50,129,10,58,90.6,9.4,New,49.406,1
AL120137768-08430,Delq 3+ cycles,4,2007-02-07 Wed,72,Chk & Sv,National,"4,000.00",SP,b,Owns Home,184,50,0,546,5,,2,0,81,84,7,105,85.9,14.1,Used,1.007,0
AL120137788-04982,Paid as agreed,7,2006-08-05 Sat,40,Chk & Sv,Retail,"4,194.00",M,f,Owns Home,163,5,1,520,7,,0,0,64,86,7,85,96.5,3.5,New,37.738,1
AL120137913-08928,Delq 3+ cycles,4,2006-08-21 Mon,,Checking,National,"2,100.00",SI,f,Parents,204,14,0,655,5,,,0,100,21,1,,76.9,23.1,Used,3.369,0
AL120137968-08421,Delq 3+ cycles,4,2006-12-14 Thu,32,Checking,National,"3,200.00",SI,y,Renting,192,2,0,573,16,,2,0,86,42,3,86,77.5,22.5,Used,1.007,0
AL120138011-05988,Paid as agreed,7,2007-02-23 Fri,36,Savings,Home Equity,"1,326.00",DI,f,Owns Home,183,10,2,606,5,3,2,1,25,134,11,41,73.5,26.5,Used,28.341,1
AL120138039-07013,Delq 3+ cycles,4,2006-09-22 Fri,32,Chk & Sv,National,"1,200.00",SI,g,Renting,209,0,0,700,7,52,,0,100,15,1,30,68.9,31.1,New,0.527,0
AL120138100-06736,Delq 3+ cycles,4,2007-06-06 Wed,36,Chk & Sv,National,"3,000.00",M,f,Owns Home,213,2,0,666,3,3,,1,100,67,5,,91.9,8.1,New,3.333,0
AL120138245-07179,Charged-off,3,2006-07-19 Wed,39,Chk & Sv,Unsecured,"3,450.00",M,b,Owns Home,194,1,2,629,6,19,16,0,82,67,5,100,89.5,10.5,New,7.09,0
AL120138331-06513,Delq 3+ cycles,4,2007-05-08 Tue,20,Checking,National,525,M,w,Renting,153,12,0,490,8,,2,0,67,12,1,97,91.3,8.7,New,42.095,0
AL120138403-04352,Paid as agreed,7,2006-09-02 Sat,42,Chk & Sv,National,"3,197.00",DI,r,Owns Home,201,21,2,634,2,,7,0,36,142,11,72,74.5,25.5,New,28.341,1
AL120138529-07318,Delq 3+ cycles,4,2006-11-11 Sat,33,Chk & Sv,National,"3,500.00",M,y,Owns Home,210,1,1,645,0,3,29,7,92,103,8,93,96.6,3.4,New,1.44,0
AL120138530-05928,Paid as agreed,7,2007-04-02 Mon,20,Chk & Sv,Home Equity,"2,400.00",SP,o,Renting,201,2,0,615,10,,,1,100,17,1,91,93.4,6.6,Used,39.594,1
AL120138571-05342,Paid as agreed,7,2006-11-23 Thu,,None,National,"7,500.00",DI,g,Owns Home,214,8,0,710,2,,16,0,94,212,17,4,80.9,19.1,New,28.341,1
AL120138599-04520,Paid as agreed,7,2007-02-01 Thu,26,Chk & Sv,Home Equity,"1,320.00",M,b,Renting,206,1,0,702,4,14,48,0,92,88,7,23,91,9,New,28.341,1
AL120138795-06823,Delq 3+ cycles,4,2007-04-28 Sat,30,Chk & Sv,Unsecured,"4,000.00",M,g,Owns Home,204,0,0,689,8,,,0,100,43,3,23,85.7,14.3,New,1.007,0
AL120138850-08868,Delq 3+ cycles,4,2007-06-26 Tue,26,Checking,Home Equity,"1,926.00",SI,p,Renting,220,1,0,723,4,,,0,95,86,7,31,96.1,3.9,Used,0.258,0
AL120139053-04271,Paid as agreed,7,2007-01-25 Thu,19,Chk & Sv,National,800,M,y,Sublease,186,0,0,599,4,,5,0,50,26,2,21,85.6,14.4,New,48.384,1
AL120139114-04300,Paid as agreed,7,2006-12-14 Thu,47,None,Home Equity,"2,450.00",M,f,Owns Home,218,15,0,698,1,9,,0,100,90,7,,102.6,-2.6,New,49.012,1
AL120139205-04562,Paid as agreed,7,2006-11-01 Wed,42,None,Home Equity,"5,000.00",M,h,Owns Home,207,3,0,671,2,8,,0,100,158,13,50,84.9,15.1,New,28.341,1
AL120139217-04415,Paid as agreed,7,2006-08-06 Sun,39,Chk & Sv,Home Equity,"3,500.00",M,y,Owns Home,213,12,0,681,0,29,,,100,184,15,29,92,8,New,28.341,1
AL120139339-05778,Paid as agreed,7,2007-01-26 Fri,33,None,Unknown,"1,083.00",SI,g,Owns Home,190,10,1,643,2,,57,0,50,74,6,,85,15,Used,46.678,1
AL120139517-06066,Paid as agreed,7,2006-07-09 Sun,39,Checking,National,"1,250.00",SI,r,Renting,184,8,1,589,1,2,3,1,0,74,6,0,99.5,0.5,Used,47.729,1
AL120139549-08346,Charged-off,3,2006-08-03 Thu,21,Savings,National,"3,000.00",SI,f,Parents,206,16,0,636,5,1,,0,100,7,0,,78.3,21.7,Used,16.545,0
AL120139874-08049,Charged-off,3,2007-02-09 Fri,35,Chk & Sv,National,"2,610.00",SI,y,Owns Home,218,6,0,699,2,2,,0,100,92,7,56,84.5,15.5,Used,1.007,0
AL120140093-07931,Charged-off,3,2007-05-16 Wed,29,Chk & Sv,National,"1,733.00",M,g,Parents,182,6,1,586,5,,2,0,50,72,6,95,89.3,10.7,New,13.121,0
AL120140270-05889,Paid as agreed,7,2007-04-07 Sat,43,Chk & Sv,Unknown,"1,135.00",LT,y,Parents,197,6,1,,0,2,9,,50,117,9,0,77.8,22.2,Used,50.001,1
AL120140332-04191,Paid as agreed,7,2007-01-02 Tue,26,Chk & Sv,National,"2,000.00",LT,w,Renting,208,1,0,687,1,,,4,100,26,2,83,72.3,27.7,New,28.341,1
AL120140405-08345,Delq 3+ cycles,4,2006-12-22 Fri,24,Chk & Sv,Home Equity,"1,100.00",WD,b,Owns Home,195,0,0,645,7,37,,0,100,20,1,43,76.1,23.9,Used,0.297,0
AL120140479-05214,Paid as agreed,7,2006-09-25 Mon,47,Chk & Sv,National,"4,900.00",LT,r,Renting,176,0,2,564,1,1,0,0,57,79,6,60,65.6,34.4,New,28.341,1
AL120140576-05970,Paid as agreed,7,2007-02-02 Fri,50,Chk & Sv,Home Equity,"8,750.00",LT,b,Owns Home,246,1,0,786,1,52,,0,100,81,6,1,57.5,42.5,Used,28.341,1
AL120140580-07882,Delq 3+ cycles,4,2007-04-11 Wed,39,None,National,"4,500.00",M,r,Owns Home,171,19,2,551,4,3,2,0,43,214,17,49,84.1,15.9,New,5.055,0
AL120140871-06568,Delq 3+ cycles,4,2006-11-04 Sat,27,Checking,National,"1,350.00",M,k,Renting,189,0,0,627,3,,,0,100,56,4,,85.4,14.6,New,1.007,0
AL120140909-08230,Delq 3+ cycles,4,2006-10-22 Sun,28,Checking,National,"3,758.00",SI,y,Owns Home,206,0,0,655,5,52,,0,100,32,2,70,90.5,9.5,Used,1.007,0
AL120140924-04529,Paid as agreed,7,2007-06-03 Sun,29,Chk & Sv,National,"1,155.00",M,b,Parents,210,2,0,,5,4,,0,,10,0,,84.5,15.5,New,28.341,1
AL120140981-08192,Charged-off,3,2007-03-17 Sat,30,Chk & Sv,National,"2,150.00",LT,b,Renting,191,1,0,608,5,,5,0,50,97,8,100,77.3,22.7,Used,1.007,0
AL120140984-07500,Delq 3+ cycles,4,2006-08-10 Thu,19,Checking,Home Equity,"2,133.00",SP,g,Renting,181,0,0,,4,,,0,,13,1,,88.5,11.5,New,1.007,0
AL120140992-05563,Paid as agreed,7,2006-08-28 Mon,24,Savings,National,850,M,y,Renting,205,1,0,669,1,,17,0,80,53,4,32,93.7,6.3,New,50.028,1
AL120141001-08824,Delq 3+ cycles,4,2007-03-14 Wed,23,Chk & Sv,National,"2,292.00",M,f,Parents,211,18,0,706,2,,,0,100,49,4,17,91.7,8.3,Used,1.18,0
AL120141014-04465,Paid as agreed,7,2007-06-25 Mon,24,Checking,Unsecured,"1,275.00",M,g,Parents,177,24,0,573,20,6,9,0,89,46,3,72,97.1,2.9,New,42.213,1
AL120141166-05332,Paid as agreed,7,2006-07-16 Sun,37,Chk & Sv,Unsecured,"1,833.00",M,y,Owns Home,215,1,0,703,1,1,,0,95,187,15,50,87.4,12.6,New,28.341,1
AL120141230-08774,Delq 3+ cycles,4,2007-03-19 Mon,45,Chk & Sv,National,"1,083.00",LT,w,Owns Home,188,3,0,627,4,11,,0,100,28,2,93,95.4,4.6,Used,10.192,0
AL120141247-06413,Paid as agreed,7,2007-06-10 Sun,27,Chk & Sv,Unsecured,"2,467.00",SI,b,Renting,174,0,1,552,8,2,2,0,33,107,8,43,75.2,24.8,Used,44.556,1
AL120141252-08136,Delq 3+ cycles,4,2007-03-23 Fri,36,Chk & Sv,Unsecured,"2,400.00",DI,f,Renting,170,1,0,575,3,22,1,0,86,110,9,74,91.7,8.3,Used,1.007,0
AL120141301-04723,Paid as agreed,7,2006-09-18 Mon,26,Chk & Sv,National,"1,583.00",M,k,Owns Home,221,2,0,746,1,,,0,100,61,5,27,84.5,15.5,New,28.341,1
AL120141357-07139,Delq 3+ cycles,4,2006-07-08 Sat,26,Checking,National,"1,500.00",SI,b,Renting,194,4,0,614,9,9,,0,100,54,4,,89,11,New,1.007,0
AL120141389-04486,Paid as agreed,7,2007-06-10 Sun,67,Chk & Sv,National,"3,800.00",M,y,Owns Home,239,20,0,777,0,19,,,83,382,31,32,86.7,13.3,New,28.341,1
AL120141497-08713,Charged-off,3,2007-04-01 Sun,27,Chk & Sv,Unsecured,"2,000.00",M,p,Owns Home,191,5,1,616,9,,23,0,91,51,4,,90.7,9.3,Used,1.007,0
AL120141550-06357,Paid as agreed,7,2007-05-28 Mon,56,Checking,Home Equity,"1,700.00",SP,f,Owns Home,231,20,0,775,3,,,0,100,259,21,17,80.8,19.2,Used,28.341,1
AL120141639-07018,Charged-off,3,2007-01-18 Thu,24,Checking,Retail,"1,517.00",M,g,Renting,177,2,0,604,5,31,,0,100,51,4,,85.2,14.8,New,1.007,0
AL120141671-07041,Delq 3+ cycles,4,2007-03-07 Wed,63,Checking,Home Equity,"1,725.00",M,g,Owns Home,198,1,0,674,3,,10,0,86,164,13,17,77.8,22.2,New,1.007,0
AL120141708-04162,Paid as agreed,7,2006-10-26 Thu,,Chk & Sv,National,"5,255.00",M,f,Owns Home,242,0,0,774,1,,,4,100,124,10,0,72.3,27.7,New,28.341,1
AL120141832-08184,Charged-off,3,2006-07-12 Wed,47,Chk & Sv,National,"4,300.00",M,e,Owns Home,196,6,1,603,12,,5,0,91,75,6,39,59.4,40.6,Used,1.18,0
AL120141843-08959,Charged-off,3,2006-11-12 Sun,35,Chk & Sv,National,"3,100.00",SI,b,Owns Home,201,3,0,648,2,5,,0,100,36,3,54,75.2,24.8,Used,0.187,0
AL120141866-04672,Paid as agreed,7,2007-04-28 Sat,49,Chk & Sv,National,"2,960.00",M,f,Owns Home,195,10,2,668,1,,33,0,78,114,9,30,66.9,33.1,New,28.341,1
AL120141950-07213,Charged-off,3,2006-10-13 Fri,51,Chk & Sv,Home Equity,"2,829.00",M,u,Owns Home,212,0,0,701,5,29,,0,95,258,21,96,84.6,15.4,New,1.007,0
AL120142057-04068,Paid as agreed,7,2006-10-21 Sat,56,None,Unknown,"1,750.00",M,f,Owns Home,246,11,0,806,0,,,,100,243,20,0,58.9,41.1,New,28.341,1
AL120142066-06940,Delq 3+ cycles,4,2007-04-09 Mon,25,Checking,National,"3,000.00",WD,w,Owns Home,215,5,0,693,2,,,0,91,53,4,61,97.9,2.1,New,1.007,0
AL120142273-04850,Paid as agreed,7,2006-09-18 Mon,38,Chk & Sv,National,"5,250.00",SP,p,Owns Home,199,12,0,627,6,52,5,0,82,199,16,27,89,11,New,28.341,1
AL120142286-06212,Paid as agreed,7,2007-03-16 Fri,52,Chk & Sv,Unsecured,"1,785.00",M,b,Owns Home,174,21,1,542,7,18,1,0,33,134,11,73,83.9,16.1,Used,39.778,1
AL120142298-05041,Paid as agreed,7,2006-10-23 Mon,21,Checking,National,"1,625.00",M,f,Parents,188,4,0,575,7,,5,0,75,20,1,79,81.8,18.2,New,44.997,1
AL120142332-05024,Paid as agreed,7,2006-09-08 Fri,44,Chk & Sv,Home Equity,"2,500.00",M,w,Owns Home,186,12,2,598,0,1,2,6,38,151,12,80,83.8,16.2,New,48.847,1
AL120142372-05053,Paid as agreed,7,2006-12-06 Wed,42,Chk & Sv,National,"3,400.00",M,f,Owns Home,159,1,1,546,7,0,2,0,0,112,9,,89.7,10.3,New,44.383,1
AL120142448-05686,Paid as agreed,7,2007-04-04 Wed,,Chk & Sv,Unknown,"1,167.00",SI,e,Renting,189,0,1,598,3,14,2,0,60,114,9,62,76,24,Used,28.341,1
AL120142526-08272,Charged-off,3,2006-07-12 Wed,28,Checking,National,"7,500.00",M,b,Owns Home,200,3,0,638,13,,,1,100,76,6,48,100,0,Used,1.007,0
AL120142599-07130,Delq 3+ cycles,4,2006-10-26 Thu,23,Chk & Sv,Retail,"1,492.00",M,g,Parents,175,3,0,585,12,19,4,0,75,40,3,73,87.4,12.6,New,1.007,0
AL120142661-07868,Delq 3+ cycles,4,2006-08-14 Mon,,Savings,National,"2,693.00",M,y,Owns Home,168,0,0,518,30,,2,0,86,16,1,127,95.3,4.7,New,18.892,0
AL120142688-07392,Delq 3+ cycles,4,2006-11-05 Sun,22,None,National,"1,625.00",SI,g,Parents,208,22,0,709,4,,,0,100,21,1,13,84.2,15.8,New,2.211,0
AL120142843-08031,Charged-off,3,2006-07-04 Tue,23,Chk & Sv,Home Equity,"3,173.00",M,s,Owns Home,203,0,0,679,8,29,,0,100,27,2,41,90.8,9.2,Used,1.007,0
AL120142922-08370,Delq 3+ cycles,4,2007-04-21 Sat,47,None,Unknown,"1,625.00",DI,y,Owns Home,190,11,1,657,3,9,26,0,0,186,15,,83.1,16.9,Used,8.684,0
AL120143128-08258,Charged-off,3,2007-02-26 Mon,20,Chk & Sv,Unsecured,"1,300.00",DI,e,Parents,191,20,0,655,6,,,0,100,7,0,,80.1,19.9,Used,1.007,0
AL120143257-05593,Paid as agreed,7,2007-02-28 Wed,66,Chk & Sv,Home Equity,"2,500.00",M,b,Owns Home,182,0,4,566,4,74,5,0,20,88,7,,81.1,18.9,New,49.557,1
AL120143485-04807,Paid as agreed,7,2007-02-10 Sat,22,Chk & Sv,National,"1,993.00",LT,f,Renting,179,0,0,582,16,,,0,86,27,2,85,95.9,4.1,New,40.143,1
AL120143521-07143,Charged-off,3,2007-02-15 Thu,24,Chk & Sv,National,"3,150.00",M,e,Renting,194,0,0,650,7,,,0,100,76,6,102,89.5,10.5,New,1.007,0
AL120143646-05039,Paid as agreed,7,2006-07-19 Wed,20,Checking,National,"1,191.00",M,g,Parents,185,11,0,605,4,1,13,0,0,22,1,42,89.7,10.3,New,47.29,1
AL120143683-08153,Delq 3+ cycles,4,2007-01-21 Sun,37,None,Unknown,"1,000.00",SI,,Renting,179,4,0,,,,,,,,,,88.1,11.9,Used,1.18,0
AL120143725-05699,Paid as agreed,7,2007-02-07 Wed,34,Chk & Sv,National,"2,110.00",M,f,Owns Home,197,0,0,624,5,1,,0,93,81,6,78,90.2,9.8,Used,28.341,1
AL120143985-06086,Paid as agreed,7,2006-08-06 Sun,41,Chk & Sv,Home Equity,"4,333.00",SI,o,Owns Home,204,6,1,684,2,,61,0,93,130,10,44,85,15,Used,28.341,1
AL120143995-05521,Paid as agreed,7,2006-10-18 Wed,25,Checking,Home Equity,"1,700.00",M,b,Renting,205,0,0,670,4,19,31,0,86,61,5,51,111.1,-11.1,New,50.003,1
AL120144119-05349,Paid as agreed,7,2007-02-12 Mon,23,Savings,Unsecured,"2,200.00",DI,y,Renting,159,1,0,531,5,1,0,0,0,31,2,89,81.3,18.7,New,32.952,1
AL120144147-04235,Paid as agreed,7,2006-09-21 Thu,47,Chk & Sv,National,"4,000.00",M,g,Owns Home,204,16,0,689,2,38,,0,100,148,12,80,73.5,26.5,New,28.341,1
AL120144150-04153,Paid as agreed,7,2006-07-05 Wed,21,Checking,Unsecured,"1,200.00",M,g,Renting,205,0,0,679,10,,,0,100,19,1,7,91,9,New,45.421,1
AL120144183-07332,Charged-off,3,2006-09-12 Tue,44,Chk & Sv,Home Equity,"1,210.00",M,h,Renting,182,19,1,616,3,,22,0,80,140,11,96,98.5,1.5,New,8.367,0
AL120144198-06294,Paid as agreed,7,2006-08-23 Wed,26,Checking,National,"1,579.00",SP,w,Renting,205,2,1,,2,5,21,0,0,45,3,,88.1,11.9,Used,45.087,1
AL120144245-07020,Delq 3+ cycles,4,2007-03-07 Wed,28,Checking,National,"11,000.00",M,b,Owns Home,185,3,0,608,6,48,14,1,90,102,8,75,91.3,8.7,New,1.007,0
