loanID,loanPerformance,loanPerformNum,loanDateOpened,appAge,appChkSv,appFinanceCo,appIncome,appMaritalStatus,appOcc,appResidence,appOrigScore,appTimeAddress,cb90Ever,cbFICO,cbInq5Mos,cbMosAvg,cbMosDlq,cbMosInq,cbPctGood,cbTimeFile,cbTimeFileYears,cbUtilizn,dealLoanToVal,dealPctDown,dealNewUsed,sampwt,target
AL120343274-06179,Paid as agreed,7,2006-08-03 Thu,22,Checking,Unknown,"1,029.00",DI,w,Renting,201,1,0,667,5,10,,0,100,19,1,,81.6,18.4,Used,45.497,1
AL120343287-05343,Paid as agreed,7,2006-12-07 Thu,27,Chk & Sv,National,"2,500.00",M,g,Sublease,218,3,0,709,2,4,,0,100,70,5,18,100,0,New,28.341,1
AL120343314-05180,Paid as agreed,7,2006-07-26 Wed,20,Checking,Unknown,"1,100.00",M,y,Owns Home,185,18,0,571,2,,2,0,0,6,0,,84.6,15.4,New,28.341,1
AL120343315-06845,Delq 3+ cycles,4,2007-02-03 Sat,20,Savings,Unknown,850,M,f,Parents,206,17,0,685,1,7,,0,100,21,1,,83.6,16.4,New,11.091,0
AL120343413-05673,Paid as agreed,7,2007-01-26 Fri,28,Chk & Sv,National,"1,520.00",SP,f,Renting,207,1,0,713,2,2,35,0,75,64,5,27,75.5,24.5,Used,28.341,1
AL120343419-04218,Paid as agreed,7,2006-12-02 Sat,29,Chk & Sv,Home Equity,"1,500.00",M,s,Owns Home,195,3,0,620,4,52,,0,100,52,4,84,84.4,15.6,New,28.341,1
AL120343457-05613,Paid as agreed,7,2006-09-18 Mon,29,Checking,Unsecured,"3,333.00",SI,y,Owns Home,191,5,6,596,6,,1,0,50,63,5,0,81.3,18.7,Used,46.36,1
AL120343527-06057,Paid as agreed,7,2007-03-06 Tue,24,Chk & Sv,Unsecured,"2,507.00",SP,g,Renting,177,4,0,580,13,,14,0,60,38,3,,89.8,10.2,Used,36.493,1
AL120343591-06699,Delq 3+ cycles,4,2007-05-11 Fri,58,Savings,National,"1,240.00",M,u,Renting,211,20,0,688,1,6,,0,100,78,6,96,88.7,11.3,New,1.007,0
AL120343645-04200,Paid as agreed,7,2006-07-28 Fri,24,Checking,National,"1,262.00",M,f,Parents,180,19,1,572,4,,2,0,63,46,3,65,86.5,13.5,New,45.374,1
AL120343645-07180,Delq 3+ cycles,4,2006-10-28 Sat,22,None,Unsecured,"1,565.00",M,k,Parents,212,18,0,698,2,,30,0,75,50,4,32,67.7,32.3,New,1.794,0
AL120343734-08096,Delq 3+ cycles,4,2007-02-04 Sun,22,None,Unknown,"1,376.00",SI,b,Parents,183,8,0,,4,,,0,,3,0,,94.3,5.7,Used,1.007,0
AL120343838-08885,Delq 3+ cycles,4,2007-01-08 Mon,58,Checking,Unknown,"1,600.00",SI,w,Owns Home,202,7,1,639,4,,2,0,50,217,18,48,67.9,32.1,Used,1.269,0
AL120343851-05217,Paid as agreed,7,2006-07-06 Thu,49,Chk & Sv,National,"2,200.00",M,p,Owns Home,204,11,0,714,5,33,32,0,94,253,21,37,72.6,27.4,New,28.341,1
AL120343873-04558,Paid as agreed,7,2006-09-15 Fri,28,Chk & Sv,Home Equity,"6,450.00",M,p,Owns Home,194,4,0,660,1,,,0,100,77,6,65,83.1,16.9,New,28.341,1
AL120343965-05656,Paid as agreed,7,2006-07-02 Sun,46,Chk & Sv,Home Equity,"1,600.00",SI,y,Owns Home,232,27,0,765,3,,,0,100,1052,87,37,75.6,24.4,Used,28.341,1
AL120344082-04244,Paid as agreed,7,2007-02-08 Thu,27,Chk & Sv,Unsecured,"2,500.00",M,w,Owns Home,166,1,0,533,5,8,1,0,80,93,7,91,88.3,11.7,New,28.341,1
AL120344232-04994,Paid as agreed,7,2006-10-12 Thu,48,Checking,Unsecured,"1,806.00",M,b,Owns Home,240,8,0,762,1,1,,0,100,195,16,28,79.6,20.4,New,28.341,1
AL120344372-05152,Paid as agreed,7,2006-08-07 Mon,55,Checking,Unsecured,"2,500.00",M,y,Owns Home,226,1,0,776,1,1,,0,100,123,10,0,79.7,20.3,New,28.341,1
AL120344436-08889,Delq 3+ cycles,4,2007-03-09 Fri,63,Chk & Sv,Unknown,"2,500.00",SP,f,Renting,178,2,2,572,5,,3,0,0,123,10,200,71,29,Used,6.518,0
AL120344444-05783,Paid as agreed,7,2006-07-11 Tue,32,Chk & Sv,Unsecured,"3,857.00",SI,b,Renting,184,7,3,574,5,2,1,0,62,112,9,,87.8,12.2,Used,44.479,1
AL120344460-06046,Paid as agreed,7,2006-07-03 Mon,23,Chk & Sv,National,917,DI,h,Parents,214,10,0,689,2,,,0,100,58,4,97,90.7,9.3,Used,28.341,1
AL120344544-04898,Paid as agreed,7,2006-08-19 Sat,34,Checking,National,"6,500.00",M,p,Owns Home,211,3,0,690,2,,,0,100,84,7,64,76.3,23.7,New,28.341,1
AL120344735-04414,Paid as agreed,7,2006-12-11 Mon,27,Chk & Sv,National,"1,272.00",M,w,Renting,218,2,0,663,6,,,0,100,59,4,60,70.4,29.6,New,28.341,1
AL120344777-05238,Paid as agreed,7,2006-12-11 Mon,,Chk & Sv,National,"2,140.00",M,y,Renting,189,0,1,654,2,,20,0,82,75,6,79,93.2,6.8,New,28.341,1
AL120344782-08511,Delq 3+ cycles,4,2007-02-01 Thu,50,Chk & Sv,National,"2,600.00",DI,w,Renting,187,2,0,605,11,,,0,100,14,1,88,87.5,12.5,Used,1.18,0
AL120344947-05068,Paid as agreed,7,2007-04-04 Wed,41,Chk & Sv,National,"5,167.00",M,w,Renting,149,2,2,486,2,,1,0,0,11,0,,87.7,12.3,New,38.687,1
AL120345003-08248,Charged-off,3,2007-06-02 Sat,35,Chk & Sv,National,"2,500.00",SI,f,Renting,200,2,3,655,10,,19,0,43,150,12,15,86.2,13.8,Used,7.974,0
AL120345158-05175,Paid as agreed,7,2006-11-23 Thu,49,Chk & Sv,National,"2,606.00",M,y,Owns Home,223,23,0,734,1,18,,0,100,290,24,46,72.8,27.2,New,28.341,1
AL120345204-04305,Paid as agreed,7,2006-07-17 Mon,36,Chk & Sv,National,"16,667.00",M,y,Owns Home,215,4,0,688,3,,,0,96,163,13,35,88.4,11.6,New,28.341,1
AL120345281-05228,Paid as agreed,7,2007-02-13 Tue,29,Chk & Sv,Home Equity,"2,500.00",M,w,Owns Home,227,29,0,762,0,,,,100,121,10,0,70.4,29.6,New,28.341,1
AL120345307-05771,Paid as agreed,7,2006-10-10 Tue,30,Chk & Sv,National,"1,250.00",SI,f,Renting,162,1,3,528,6,7,1,0,44,77,6,48,76.9,23.1,Used,46.222,1
AL120345495-06829,Delq 3+ cycles,4,2006-09-09 Sat,20,Chk & Sv,National,950,M,,Parents,193,16,0,639,3,,,0,100,6,0,,88.2,11.8,New,1.18,0
AL120345701-07177,Delq 3+ cycles,4,2006-11-07 Tue,42,Chk & Sv,Unsecured,"4,000.00",M,y,Owns Home,171,2,0,542,12,,1,0,0,22,1,91,85.2,14.8,New,1.007,0
AL120345868-07178,Delq 3+ cycles,4,2007-06-27 Wed,44,Checking,Home Equity,"1,750.00",WD,w,Renting,172,13,10,562,10,,0,0,12,99,8,33,53.3,46.7,New,4.868,0
AL120346055-07596,Charged-off,3,2006-07-20 Thu,25,Savings,Unknown,959,M,g,Owns Home,184,6,1,594,9,6,21,0,33,30,2,,83.4,16.6,New,17.477,0
AL120346123-06194,Paid as agreed,7,2006-11-10 Fri,28,Chk & Sv,Home Equity,"1,833.00",SI,k,Renting,229,1,0,747,0,,,,67,96,8,0,90.2,9.8,Used,50.021,1
AL120346136-08423,Charged-off,3,2007-02-06 Tue,43,Chk & Sv,Unsecured,"1,746.00",SI,k,Owns Home,207,8,0,682,2,,,0,100,122,10,,96.2,3.8,Used,4.97,0
AL120346231-08433,Delq 3+ cycles,4,2006-08-21 Mon,42,Savings,Retail,"1,000.00",SI,b,Owns Home,197,15,0,671,1,22,49,0,33,88,7,,83.4,16.6,Used,1.159,0
AL120346232-05145,Paid as agreed,7,2007-01-02 Tue,22,Chk & Sv,National,946,M,b,Parents,214,2,0,697,2,,,0,100,42,3,73,83.6,16.4,New,28.341,1
AL120346394-05004,Paid as agreed,7,2007-06-20 Wed,62,Chk & Sv,Unknown,"1,108.00",M,p,Unknown,210,20,0,693,3,,23,0,83,407,33,71,75.8,24.2,New,28.341,1
AL120346428-04255,Paid as agreed,7,2006-12-02 Sat,29,Chk & Sv,National,"3,800.00",M,p,Renting,218,0,0,680,1,10,24,2,64,80,6,56,65,35,New,28.341,1
AL120346433-08329,Charged-off,3,2007-01-04 Thu,25,Chk & Sv,National,"1,000.00",SP,,Owns Home,193,3,0,,1,17,1,5,0,66,5,,84,16,Used,1.18,0
AL120346544-07970,Delq 3+ cycles,4,2007-05-01 Tue,41,Chk & Sv,Unsecured,"1,175.00",DI,y,Owns Home,194,41,0,599,2,,14,0,86,38,3,,79.8,20.2,Used,1.007,0
AL120346604-05759,Paid as agreed,7,2007-04-12 Thu,35,Checking,National,"3,423.00",M,b,Owns Home,175,3,2,551,4,4,3,1,29,111,9,67,91.5,8.5,Used,28.341,1
AL120346623-07066,Delq 3+ cycles,4,2006-12-25 Mon,26,Checking,National,"1,250.00",M,b,Parents,185,26,0,599,13,,,1,100,38,3,92,73,27,New,1.007,0
AL120346740-06801,Delq 3+ cycles,4,2007-02-01 Thu,23,Savings,Unsecured,"1,400.00",SI,,Renting,190,1,0,633,8,,,0,100,57,4,45,86.5,13.5,New,1.007,0
AL120347121-07842,Delq 3+ cycles,4,2006-09-23 Sat,25,Chk & Sv,National,"1,561.00",M,w,Owns Home,225,1,0,701,6,16,,0,100,81,6,56,82.1,17.9,New,0.789,0
AL120347486-07271,Charged-off,3,2007-01-11 Thu,20,Checking,Unsecured,"1,700.00",M,k,Sublease,164,0,0,541,11,,2,0,86,76,6,89,74.1,25.9,New,36.278,0
AL120347626-06094,Paid as agreed,7,2007-01-17 Wed,44,Chk & Sv,National,"1,450.00",M,s,Parents,196,0,0,651,11,,3,0,83,193,16,48,90.3,9.7,Used,28.341,1
AL120347661-05122,Paid as agreed,7,2007-03-01 Thu,35,Chk & Sv,National,"2,500.00",WD,g,Renting,188,0,2,590,2,4,1,1,0,109,9,95,86.7,13.3,New,43.884,1
AL120347683-04247,Paid as agreed,7,2006-08-16 Wed,25,Checking,National,"1,500.00",SP,f,Renting,215,0,0,688,2,,,1,100,56,4,52,100,0,New,28.341,1
AL120347822-07818,Delq 3+ cycles,4,2007-02-04 Sun,26,Chk & Sv,National,"1,700.00",DI,s,Owns Home,171,2,0,551,9,,2,0,88,35,2,83,85,15,New,16.99,0
AL120347949-04188,Paid as agreed,7,2007-04-23 Mon,51,Chk & Sv,National,"1,343.00",M,b,Owns Home,193,27,0,,5,10,,0,,0,0,,29.7,70.3,New,28.341,1
AL120348214-06995,Delq 3+ cycles,4,2006-07-07 Fri,30,Chk & Sv,National,"2,096.00",SP,g,Renting,193,0,0,590,4,,5,0,94,94,7,87,86.1,13.9,New,1.007,0
AL120348236-04341,Paid as agreed,7,2006-12-17 Sun,39,Chk & Sv,Unsecured,"2,383.00",M,y,Renting,241,0,0,794,2,36,,0,100,223,18,5,78.6,21.4,New,28.341,1
AL120348238-06302,Paid as agreed,7,2006-07-25 Tue,31,Chk & Sv,National,"1,167.00",LT,w,Owns Home,205,12,0,679,6,,,0,100,50,4,84,86.5,13.5,Used,47.333,1
AL120348468-05940,Paid as agreed,7,2006-11-13 Mon,43,Chk & Sv,Unsecured,"1,746.00",SI,k,Owns Home,214,8,0,682,2,,,0,100,122,10,,96.2,3.8,Used,46.69,1
AL120348499-08532,Charged-off,3,2007-01-15 Mon,44,Chk & Sv,Unsecured,"4,481.00",SI,g,Owns Home,177,5,4,563,3,,3,0,27,220,18,92,76.5,23.5,Used,11.595,0
AL120348514-08330,Delq 3+ cycles,4,2006-10-13 Fri,21,Checking,Unknown,907,SI,p,Sublease,192,2,0,,0,,,,,14,1,,66.9,33.1,Used,1.007,0
AL120348584-04328,Paid as agreed,7,2006-09-24 Sun,51,Chk & Sv,National,"3,200.00",M,e,Owns Home,187,13,0,621,2,,6,0,83,227,18,93,93.8,6.2,New,28.341,1
AL120348656-08469,Delq 3+ cycles,4,2006-09-08 Fri,30,Chk & Sv,National,"110,000.00",SI,f,Renting,211,0,0,682,4,,27,0,87,119,9,38,92.5,7.5,Used,2.048,0
AL120348681-04745,Paid as agreed,7,2006-08-16 Wed,38,Chk & Sv,National,"5,417.00",M,,Owns Home,199,12,1,646,5,1,46,0,94,208,17,44,75.3,24.7,New,28.341,1
AL120349006-07291,Delq 3+ cycles,4,2007-04-19 Thu,25,Chk & Sv,Unsecured,"2,379.00",M,y,Renting,209,1,0,684,8,54,,0,100,60,5,29,94.2,5.8,New,1.007,0
AL120349033-05650,Paid as agreed,7,2006-09-01 Fri,40,Chk & Sv,National,"3,300.00",SP,w,Owns Home,231,10,0,787,0,,,,100,193,16,9,26.6,73.4,Used,28.341,1
AL120349106-07676,Charged-off,3,2006-12-26 Tue,39,Chk & Sv,Unsecured,"1,804.00",M,w,Owns Home,213,25,0,671,4,3,5,0,60,124,10,9,97.9,2.1,New,0.911,0
AL120349127-04006,Paid as agreed,7,2007-02-10 Sat,48,Chk & Sv,National,"5,067.00",M,b,Owns Home,201,10,0,679,1,,26,0,95,229,19,61,83.9,16.1,New,28.341,1
AL120349129-07671,Delq 3+ cycles,4,2007-03-14 Wed,21,Chk & Sv,National,"1,000.00",SI,f,Sublease,226,13,0,750,1,17,,0,100,129,10,26,100,0,New,0.925,0
AL120349261-04123,Paid as agreed,7,2007-03-19 Mon,24,Chk & Sv,Home Equity,"2,800.00",M,y,Renting,203,1,0,664,6,,,0,100,33,2,60,93.7,6.3,New,28.341,1
AL120349407-06821,Delq 3+ cycles,4,2007-04-09 Mon,24,Chk & Sv,National,"3,233.00",LT,y,Renting,180,1,0,580,7,,2,0,90,48,4,50,76.9,23.1,New,1.007,0
AL120349435-08351,Charged-off,3,2007-01-02 Tue,45,Chk & Sv,National,"2,150.00",SI,k,Owns Home,219,12,0,689,1,1,,0,100,151,12,58,78.7,21.3,Used,1.007,0
AL120349466-05934,Paid as agreed,7,2007-06-05 Tue,,None,National,"2,000.00",DI,f,Parents,217,10,0,719,1,,,1,100,34,2,,81.2,18.8,Used,28.341,1
AL120349616-07575,Delq 3+ cycles,4,2006-08-05 Sat,31,Checking,Unsecured,"1,725.00",M,b,Renting,194,2,1,591,8,7,4,0,79,65,5,,90.2,9.8,New,14.555,0
AL120349752-08883,Delq 3+ cycles,4,2007-01-18 Thu,19,Chk & Sv,National,867,SI,f,Parents,213,2,0,680,14,,,0,100,14,1,5,91.9,8.1,Used,8.415,0
AL120349800-06727,Delq 3+ cycles,4,2007-06-17 Sun,24,Chk & Sv,National,"1,608.00",M,,Owns Home,176,2,0,595,10,,17,0,71,66,5,50,87.8,12.2,New,1.007,0
AL120349823-07388,Charged-off,3,2007-02-19 Mon,21,Checking,National,"1,625.00",M,f,Parents,170,4,0,575,7,,5,0,75,20,1,79,81.8,18.2,New,7.246,0
AL120349871-04251,Paid as agreed,7,2007-01-14 Sun,40,None,National,"1,200.00",M,g,Owns Home,204,16,0,663,2,,,0,100,70,5,,94.5,5.5,New,28.341,1
AL120349914-05595,Paid as agreed,7,2007-02-21 Wed,28,Chk & Sv,Home Equity,"1,200.00",LT,f,Parents,198,28,0,634,2,0,,0,0,24,2,,87,13,New,47.276,1
AL120349930-06665,Delq 3+ cycles,4,2006-11-25 Sat,25,Chk & Sv,Unsecured,"3,500.00",SP,p,Owns Home,189,3,0,587,8,,36,0,94,45,3,80,94.7,5.3,New,1.007,0
AL120350016-08455,Charged-off,3,2007-02-26 Mon,35,Checking,National,"1,400.00",SI,f,Owns Home,206,2,1,661,8,,48,0,80,123,10,70,94,6,Used,7.091,0
AL120350083-06277,Paid as agreed,7,2007-03-14 Wed,75,Savings,Home Equity,"1,400.00",DI,k,Owns Home,229,40,0,765,0,3,,,100,136,11,33,68.4,31.6,Used,28.341,1
AL120350199-05416,Paid as agreed,7,2007-04-27 Fri,40,Chk & Sv,National,"3,591.00",M,k,Owns Home,239,2,0,775,1,6,,0,100,157,13,,94.8,5.2,New,50.094,1
AL120350204-07583,Delq 3+ cycles,4,2006-09-02 Sat,37,Chk & Sv,National,"5,105.00",WD,b,Owns Home,186,4,2,600,4,1,1,0,72,139,11,64,85.6,14.4,New,3.03,0
AL120350215-08524,Charged-off,3,2007-05-24 Thu,23,Savings,National,"2,200.00",SP,h,Parents,183,3,0,606,1,7,15,0,80,38,3,97,62.5,37.5,Used,1.007,0
AL120350239-04977,Paid as agreed,7,2006-12-18 Mon,58,Chk & Sv,Unknown,"11,250.00",M,g,Owns Home,214,0,0,682,1,,,0,95,216,18,78,82.1,17.9,New,28.341,1
AL120350525-07560,Charged-off,3,2006-12-20 Wed,23,Checking,National,"4,093.00",DI,g,Owns Home,179,0,0,537,12,,0,0,60,36,3,97,88.9,11.1,New,1.007,0
AL120350526-07153,Delq 3+ cycles,4,2006-11-23 Thu,28,Chk & Sv,National,"1,152.00",M,e,Parents,180,28,0,591,1,,,0,83,60,5,88,90,10,New,1.007,0
AL120350590-06139,Paid as agreed,7,2007-03-22 Thu,24,Chk & Sv,National,"2,750.00",SI,k,Renting,212,5,0,669,9,26,,0,100,20,1,50,90.4,9.6,Used,47.312,1
AL120350617-04073,Paid as agreed,7,2006-12-27 Wed,36,None,National,"1,667.00",M,r,Owns Home,238,2,0,762,3,1,,0,100,76,6,2,74.6,25.4,New,28.341,1
AL120350798-07081,Charged-off,3,2007-02-27 Tue,52,Chk & Sv,National,"3,500.00",M,f,Owns Home,184,31,1,616,0,,5,6,50,119,9,0,86.2,13.8,New,0.871,0
AL120350912-06984,Charged-off,3,2007-06-12 Tue,21,None,National,"1,620.00",SI,y,Parents,192,3,0,,8,1,,0,,34,2,,94.5,5.5,New,1.007,0
AL120351015-08635,Delq 3+ cycles,4,2006-12-23 Sat,50,Chk & Sv,Home Equity,"2,000.00",SI,f,Owns Home,208,10,0,666,3,,,0,97,134,11,52,86.3,13.7,Used,0.521,0
AL120351296-07461,Charged-off,3,2007-01-01 Mon,28,Chk & Sv,Home Equity,925,SP,g,Unknown,199,2,0,,7,,,0,100,64,5,,83,17,New,1.048,0
AL120351296-08958,Delq 3+ cycles,4,2006-11-25 Sat,36,Chk & Sv,Home Equity,758,SI,y,Renting,158,1,4,537,7,,2,0,33,86,7,95,96.2,3.8,Used,12.476,0
AL120351834-06851,Delq 3+ cycles,4,2007-05-12 Sat,38,Chk & Sv,Unsecured,"1,480.00",M,g,Owns Home,203,16,1,655,1,,31,0,64,208,17,55,86.1,13.9,New,0.932,0
AL120351948-04157,Paid as agreed,7,2006-10-16 Mon,42,None,Unsecured,"2,020.00",M,w,Renting,208,0,0,661,6,34,,0,100,77,6,5,97.5,2.5,New,48.059,1
AL120351993-06019,Paid as agreed,7,2007-06-08 Fri,53,Chk & Sv,National,"2,600.00",DI,y,Owns Home,235,28,0,725,0,14,,15,100,122,10,,74.4,25.6,Used,28.341,1
AL120352165-08571,Charged-off,3,2006-11-10 Fri,27,Chk & Sv,Unsecured,"4,019.00",M,y,Renting,199,5,0,625,10,,,0,100,10,0,,91.8,8.2,Used,1.007,0
AL120352174-08019,Charged-off,3,2006-08-16 Wed,23,Chk & Sv,Unknown,"1,750.00",SI,o,Renting,156,2,0,,3,2,,0,,21,1,,75.8,24.2,Used,1.007,0
AL120352235-06993,Charged-off,3,2007-06-18 Mon,20,Chk & Sv,National,860,M,e,Parents,206,3,0,639,4,,,0,100,25,2,68,85.6,14.4,New,1.007,0
AL120352345-05096,Paid as agreed,7,2006-11-15 Wed,47,Chk & Sv,Retail,"3,150.00",DI,k,Owns Home,191,12,1,615,7,21,6,0,78,182,15,32,88.3,11.7,New,47.656,1
AL120352426-04411,Paid as agreed,7,2007-01-24 Wed,,Chk & Sv,National,"1,700.00",M,g,Parents,223,13,0,714,3,,,0,100,70,5,16,85.5,14.5,New,28.341,1
AL120352458-05722,Paid as agreed,7,2006-09-22 Fri,38,Chk & Sv,National,"3,750.00",LT,b,Unknown,213,2,0,712,3,1,16,0,56,127,10,42,84.7,15.3,Used,28.341,1
AL120352469-05531,Paid as agreed,7,2007-03-17 Sat,26,Chk & Sv,National,"1,200.00",DI,w,Parents,221,26,3,692,2,,29,0,20,85,7,0,95.3,4.7,New,48.183,1
AL120352483-07587,Delq 3+ cycles,4,2007-02-09 Fri,31,Chk & Sv,Unsecured,"2,641.00",M,,Unknown,202,2,0,657,4,7,44,0,86,91,7,46,89.9,10.1,New,1.18,0
AL120352524-04684,Paid as agreed,7,2006-10-01 Sun,26,Chk & Sv,Unsecured,"1,600.00",M,p,Owns Home,218,3,0,729,3,,,0,100,65,5,51,92.6,7.4,New,28.341,1
AL120352605-04464,Paid as agreed,7,2006-07-13 Thu,26,Chk & Sv,National,"3,625.00",M,p,Owns Home,187,1,0,615,2,2,8,5,87,87,7,71,77.3,22.7,New,28.341,1
AL120352742-05788,Paid as agreed,7,2007-04-26 Thu,49,Chk & Sv,Unsecured,"2,500.00",SI,e,Renting,215,8,0,714,2,11,,0,100,295,24,45,80.2,19.8,Used,28.341,1
AL120352749-05187,Paid as agreed,7,2006-09-06 Wed,42,Chk & Sv,National,"6,667.00",M,e,Owns Home,187,3,0,659,3,11,50,5,88,203,16,93,100,0,New,28.341,1
AL120352798-06129,Paid as agreed,7,2007-04-06 Fri,50,Chk & Sv,Home Equity,"3,500.00",DI,p,Owns Home,209,1,0,703,1,4,73,1,94,140,11,21,87.9,12.1,Used,28.341,1
AL120352902-04425,Paid as agreed,7,2006-12-20 Wed,18,Chk & Sv,Unsecured,"1,360.00",M,y,Renting,170,1,0,,13,21,,0,,3,0,,93.9,6.1,New,36.547,1
AL120352972-05465,Paid as agreed,7,2006-10-26 Thu,25,Chk & Sv,Home Equity,"2,102.00",M,u,Owns Home,208,6,0,666,1,,12,1,71,83,6,78,88.7,11.3,New,50.241,1
AL120352996-05905,Paid as agreed,7,2006-08-02 Wed,22,Chk & Sv,Unsecured,"2,570.00",SP,w,Renting,204,1,0,676,4,,,0,83,33,2,0,97.9,2.1,Used,47.034,1
AL120353052-05969,Paid as agreed,7,2006-09-28 Thu,41,Chk & Sv,Unsecured,"5,583.00",DI,s,Owns Home,229,6,0,740,2,27,,0,100,143,11,38,82.3,17.7,Used,28.341,1
AL120353123-06702,Charged-off,3,2006-08-09 Wed,25,Savings,National,"1,150.00",M,w,Parents,202,0,0,624,3,78,,0,100,37,3,78,89.9,10.1,New,5.037,0
AL120353160-04593,Paid as agreed,7,2007-01-01 Mon,41,Chk & Sv,National,"20,833.00",M,k,Owns Home,201,5,0,699,6,,,0,100,194,16,38,65,35,New,28.341,1
AL120353171-05080,Paid as agreed,7,2007-03-19 Mon,64,Chk & Sv,National,"1,900.00",M,y,Owns Home,198,21,0,624,6,19,,0,91,77,6,73,76.5,23.5,New,49.994,1
AL120353208-04956,Paid as agreed,7,2006-10-27 Fri,32,Checking,National,"2,025.00",M,f,Sublease,226,12,0,738,1,7,,0,100,32,2,17,93.7,6.3,New,28.341,1
AL120353244-07556,Delq 3+ cycles,4,2007-02-21 Wed,59,Chk & Sv,National,"4,063.00",M,r,Owns Home,212,6,0,712,0,,,,100,170,14,501,89.5,10.5,New,1.007,0
AL120353370-06887,Charged-off,3,2007-02-04 Sun,49,Chk & Sv,Unknown,"2,816.00",M,g,Owns Home,177,3,0,594,3,21,5,0,77,114,9,76,80.6,19.4,New,1.007,0
AL120353396-08806,Charged-off,3,2007-06-20 Wed,25,Chk & Sv,Home Equity,"2,950.00",SI,s,Renting,196,1,0,580,8,,,1,50,17,1,,71.5,28.5,Used,1.007,0
AL120353565-07932,Charged-off,3,2006-12-20 Wed,35,Chk & Sv,Unsecured,"2,750.00",SP,h,Renting,217,1,1,652,5,,6,0,67,111,9,11,80,20,New,1.119,0
AL120353585-06295,Paid as agreed,7,2006-09-04 Mon,,Chk & Sv,Unknown,"2,698.00",DI,g,Unknown,202,1,0,636,7,,,0,100,51,4,79,75,25,Used,28.341,1
AL120353595-05073,Paid as agreed,7,2006-07-16 Sun,42,Chk & Sv,National,"3,167.00",DI,g,Renting,184,0,7,603,7,5,6,0,22,151,12,0,94.1,5.9,New,45.924,1
AL120353600-05049,Paid as agreed,7,2006-08-04 Fri,51,Checking,National,"2,400.00",M,f,Owns Home,192,28,0,617,2,19,1,0,71,256,21,52,64,36,New,50.081,1
AL120353646-04416,Paid as agreed,7,2007-01-15 Mon,23,Checking,Unsecured,758,M,w,Renting,183,0,0,599,6,6,,0,100,17,1,57,86.7,13.3,New,45.042,1
AL120353660-05797,Paid as agreed,7,2006-08-28 Mon,33,Chk & Sv,National,"5,250.00",SI,e,Owns Home,206,12,0,667,6,,,0,100,167,13,74,76.5,23.5,Used,28.341,1
AL120353822-04422,Paid as agreed,7,2007-02-26 Mon,,Chk & Sv,Unsecured,"3,198.00",M,w,Owns Home,199,2,0,630,5,18,5,0,94,164,13,41,79.7,20.3,New,28.341,1
AL120354178-05412,Paid as agreed,7,2006-09-26 Tue,28,Checking,Unsecured,"3,142.00",M,p,Renting,200,2,2,628,5,2,8,0,33,77,6,0,105.9,-5.9,New,48.392,1
AL120354231-08395,Charged-off,3,2006-11-18 Sat,22,Chk & Sv,Unsecured,"2,570.00",SP,w,Renting,199,1,0,676,4,,,0,83,33,2,0,97.9,2.1,Used,4.507,0
AL120354285-05608,Paid as agreed,7,2007-05-19 Sat,37,Chk & Sv,Unsecured,900,M,r,Renting,173,6,0,,1,2,,0,100,44,3,,94.4,5.6,New,49.302,1
AL120354319-05449,Paid as agreed,7,2006-12-20 Wed,45,Checking,National,"2,663.00",M,b,Owns Home,222,17,0,763,0,,,,100,142,11,36,68.2,31.8,New,50.325,1
AL120354328-07031,Charged-off,3,2007-05-22 Tue,42,Chk & Sv,Unsecured,"1,000.00",WD,o,Owns Home,214,5,0,711,1,28,,2,100,405,33,0,84.3,15.7,New,0.353,0
AL120354431-06342,Paid as agreed,7,2007-02-04 Sun,42,Savings,Retail,"1,188.00",SI,b,Renting,172,9,1,555,3,,5,0,88,68,5,31,95.9,4.1,Used,40.122,1
AL120354459-08624,Charged-off,3,2007-02-08 Thu,20,None,National,900,SP,f,Sublease,243,2,0,786,2,2,,0,100,20,1,0,71.7,28.3,Used,6.332,0
AL120354471-07090,Charged-off,3,2006-11-20 Mon,30,Chk & Sv,National,"1,875.00",M,b,Owns Home,176,1,0,601,9,,7,0,83,129,10,18,83.2,16.8,New,1.007,0
AL120354691-07756,Charged-off,3,2006-10-22 Sun,35,Chk & Sv,Home Equity,"1,333.00",M,b,Parents,205,4,0,685,4,,,0,100,98,8,,88.1,11.9,New,1.413,0
AL120354695-06108,Paid as agreed,7,2006-08-15 Tue,58,Checking,Unsecured,"2,500.00",SI,g,Owns Home,181,12,3,529,2,,1,0,45,91,7,,86.9,13.1,Used,34.598,1
AL120354727-08105,Charged-off,3,2006-11-27 Mon,20,Savings,Unsecured,"1,900.00",SP,f,Owns Home,192,6,0,600,1,2,12,1,67,20,1,,100,0,Used,1.007,0
AL120354766-05009,Paid as agreed,7,2007-05-02 Wed,35,Checking,Unsecured,"2,667.00",M,e,Unknown,207,2,2,682,2,4,13,0,75,112,9,0,90,10,New,28.341,1
AL120355051-08990,Charged-off,3,2006-09-25 Mon,22,Chk & Sv,National,800,SP,g,Parents,155,22,1,514,10,47,1,0,33,48,4,76,86.8,13.2,Used,16.296,0
AL120355203-08178,Delq 3+ cycles,4,2006-09-17 Sun,24,Savings,Unsecured,"1,290.00",DI,y,Parents,203,24,0,660,10,60,,0,100,12,1,,91.6,8.4,Used,12.907,0
